experiment,eps,I,passed,reason,expected_minimizer
riemann_principal_value,-0.2,18.8597257725329,,,
riemann_principal_value,-0.19,19.381572891021804,,,
riemann_principal_value,-0.18000000000000002,19.93268113014654,,,
riemann_principal_value,-0.17,20.513731529937708,,,
riemann_principal_value,-0.16,21.124962918685323,,,
riemann_principal_value,-0.15000000000000002,21.766004207125704,,,
riemann_principal_value,-0.14,22.4356699961024,,,
riemann_principal_value,-0.13,23.13171888367372,,,
riemann_principal_value,-0.12000000000000001,23.850578455459672,,,
riemann_principal_value,-0.11000000000000001,24.58704824297506,,,
riemann_principal_value,-0.1,25.334002471264707,,,
riemann_principal_value,-0.09000000000000001,26.082128200269594,,,
riemann_principal_value,-0.08000000000000002,26.819750398300457,,,
riemann_principal_value,-0.07,27.532810639492567,,,
riemann_principal_value,-0.06,28.205075130902998,,,
riemann_principal_value,-0.05000000000000002,28.81864299367233,,,
riemann_principal_value,-0.04000000000000001,29.354798871216147,,,
riemann_principal_value,-0.03,29.79519993031998,,,
riemann_principal_value,-0.020000000000000018,30.123309644571286,,,
riemann_principal_value,-0.010000000000000009,30.325905816359324,,,
riemann_principal_value,0.0,30.394426502256028,,,
riemann_principal_value,0.009999999999999981,30.325905816359324,,,
riemann_principal_value,0.01999999999999999,30.123309644571286,,,
riemann_principal_value,0.03,29.79519993031998,,,
riemann_principal_value,0.03999999999999998,29.354798871216154,,,
riemann_principal_value,0.04999999999999999,28.818642993672345,,,
riemann_principal_value,0.06,28.205075130902998,,,
riemann_principal_value,0.07,27.532810639492553,,,
riemann_principal_value,0.08000000000000002,26.81975039830045,,,
riemann_principal_value,0.08999999999999997,26.0821282002696,,,
riemann_principal_value,0.09999999999999998,25.334002471264707,,,
riemann_principal_value,0.10999999999999999,24.58704824297506,,,
riemann_principal_value,0.12,23.85057845545968,,,
riemann_principal_value,0.13,23.131718883673727,,,
riemann_principal_value,0.14,22.4356699961024,,,
riemann_principal_value,0.15000000000000002,21.766004207125704,,,
riemann_principal_value,0.15999999999999998,21.12496291868533,,,
riemann_principal_value,0.16999999999999998,20.51373152993771,,,
riemann_principal_value,0.18,19.93268113014655,,,
riemann_principal_value,0.19,19.381572891021808,,,
riemann_principal_value,0.2,18.8597257725329,,,
riemann_principal_value_verdict,,,False,minimum shifted to eps=-0.200000,0.0
